time(YYYY-MM-DD-HH);1-hour mean wind speed at 90m(m/s);Significant wave height(m);Zero-up-crossing period(s)
2014-07-10-16;9.0137;1.0629;3.8047
2014-07-10-17;8.8600;1.0172;3.7262
2014-07-10-18;8.6948;0.9757;3.6383
2014-07-10-19;8.6235;0.9409;3.5641
2014-07-10-20;8.8507;0.9225;3.4921
2014-07-10-21;9.6756;0.9381;3.4091
2014-07-10-22;11.5772;1.0297;3.3342
2014-07-10-23;13.3991;1.2100;3.4044
2014-07-11-00;13.7095;1.3827;3.6821
2014-07-11-01;13.6480;1.5006;3.9407
2014-07-11-02;13.4340;1.5541;4.0950
2014-07-11-03;12.9687;1.5537;4.1548
2014-07-11-04;12.5806;1.5196;4.1500
2014-07-11-05;12.4851;1.4837;4.1114
2014-07-11-06;12.3268;1.4527;4.0745
2014-07-11-07;12.0946;1.4183;4.0416
2014-07-11-08;11.7569;1.3734;4.0065
2014-07-11-09;11.3246;1.3122;3.9580
2014-07-11-10;11.1203;1.2462;3.8798
2014-07-11-11;11.0663;1.1884;3.7579
2014-07-11-12;10.7575;1.1289;3.6731
2014-07-11-13;10.2729;1.0584;3.5895
2014-07-11-14;9.8449;0.9853;3.4698
2014-07-11-15;9.2379;0.9093;3.3756
2014-07-11-16;8.6108;0.8312;3.2608
2014-07-11-17;8.1080;0.7579;3.1521
2014-07-11-18;7.6352;0.6930;3.0529
2014-07-11-19;7.4041;0.6388;2.9287
2014-07-11-20;7.4467;0.5990;2.8179
2014-07-11-21;7.7860;0.5787;2.6897
2014-07-11-22;8.4549;0.5863;2.6131
2014-07-11-23;9.1290;0.6238;2.6203
2014-07-12-00;9.1670;0.6668;2.7124
2014-07-12-01;9.0135;0.6982;2.8266
2014-07-12-02;8.8631;0.7178;2.8984
2014-07-12-03;8.5898;0.7238;2.9693
2014-07-12-04;8.2986;0.7161;2.9914
2014-07-12-05;8.1234;0.7007;2.9835
2014-07-12-06;8.2552;0.6932;2.9619
2014-07-12-07;8.3569;0.6951;2.9340
2014-07-12-08;8.2739;0.6948;2.9383
2014-07-12-09;8.0345;0.6847;2.9438
2014-07-12-10;7.7294;0.6640;2.9339
2014-07-12-11;7.5168;0.6372;2.8994
2014-07-12-12;7.7388;0.6167;2.8290
2014-07-12-13;8.2800;0.6128;2.7242
2014-07-12-14;8.6466;0.6188;2.6735
2014-07-12-15;8.9172;0.6285;2.6582
2014-07-12-16;9.0576;0.6383;2.6618
2014-07-12-17;8.6563;0.6315;2.6822
2014-07-12-18;8.0956;0.6068;2.6842
2014-07-12-19;7.5394;0.5725;2.6628
2014-07-12-20;7.1042;0.5355;2.6193
2014-07-12-21;6.8598;0.5023;2.5530
2014-07-12-22;6.5315;0.4714;2.4841
2014-07-12-23;6.5406;0.4490;2.4154
2014-07-13-00;6.4087;0.4324;2.3690
2014-07-13-01;5.9837;0.4124;2.3377
2014-07-13-02;5.3308;0.3862;2.3289
2014-07-13-03;4.5986;0.3583;2.3410
2014-07-13-04;3.9389;0.3336;2.3692
2014-07-13-05;3.0966;0.3132;2.4317
2014-07-13-06;2.8589;0.2986;2.4719
2014-07-13-07;3.0561;0.2898;2.4751
2014-07-13-08;3.3362;0.2877;2.4567
2014-07-13-09;3.3675;0.2929;2.4866
2014-07-13-10;3.2606;0.3038;2.5800
2014-07-13-11;3.3864;0.3182;2.6710
2014-07-13-12;3.5384;0.3325;2.7342
2014-07-13-13;3.6563;0.3435;2.7634
2014-07-13-14;3.7561;0.3496;2.7561
2014-07-13-15;4.0991;0.3522;2.6704
2014-07-13-16;4.4795;0.3539;2.5295
2014-07-13-17;4.8542;0.3561;2.3875
2014-07-13-18;5.2550;0.3596;2.2816
2014-07-13-19;5.6854;0.3653;2.2108
2014-07-13-20;5.8258;0.3689;2.1880
2014-07-13-21;5.9033;0.3690;2.1733
2014-07-13-22;6.2461;0.3727;2.1436
2014-07-13-23;6.6158;0.3832;2.1266
2014-07-14-00;6.9903;0.4001;2.1377
2014-07-14-01;7.5062;0.4278;2.1847
2014-07-14-02;7.9835;0.4665;2.2498
2014-07-14-03;8.2251;0.5085;2.3662
2014-07-14-04;8.3336;0.5479;2.4646
2014-07-14-05;8.4545;0.5860;2.5869
2014-07-14-06;8.5867;0.6262;2.6812
2014-07-14-07;9.0648;0.6756;2.7615
2014-07-14-08;9.7895;0.7424;2.8706
2014-07-14-09;9.8316;0.7998;2.9832
2014-07-14-10;9.4157;0.8256;3.0893
2014-07-14-11;9.4243;0.8464;3.1623
2014-07-14-12;9.3948;0.8722;3.2464
2014-07-14-13;8.4582;0.8748;3.3499
2014-07-14-14;7.3356;0.8555;3.4855
2014-07-14-15;6.9584;0.8393;3.5788
2014-07-14-16;7.5617;0.8414;3.5376
2014-07-14-17;8.8640;0.8764;3.4103
2014-07-14-18;10.3635;0.9598;3.3173
2014-07-14-19;10.8366;1.0622;3.4522
2014-07-14-20;9.8864;1.1273;3.7202
2014-07-14-21;9.0007;1.1411;3.9289
2014-07-14-22;8.8383;1.1254;3.9969
2014-07-14-23;9.1919;1.1020;3.9424
2014-07-15-00;9.8296;1.0878;3.7807
2014-07-15-01;9.7050;1.0651;3.6784
2014-07-15-02;10.1166;1.0420;3.5589
2014-07-15-03;11.4240;1.0608;3.3815
2014-07-15-04;12.7738;1.1394;3.3282
2014-07-15-05;13.2759;1.2302;3.4418
2014-07-15-06;13.2649;1.3011;3.6090
2014-07-15-07;12.9407;1.3469;3.7621
2014-07-15-08;12.5582;1.3856;3.8881
2014-07-15-09;12.5636;1.4487;4.0387
2014-07-15-10;12.0878;1.5036;4.1772
2014-07-15-11;11.4722;1.5092;4.3044
2014-07-15-12;10.4396;1.4561;4.3429
2014-07-15-13;10.7703;1.4039;4.2740
2014-07-15-14;10.9966;1.3732;4.1746
2014-07-15-15;10.7601;1.3337;4.1125
2014-07-15-16;10.0034;1.2661;4.0793
2014-07-15-17;10.0008;1.2097;4.0121
2014-07-15-18;10.4886;1.1969;3.9357
2014-07-15-19;10.6445;1.2085;3.9162
2014-07-15-20;10.2996;1.2089;3.9452
2014-07-15-21;9.8104;1.1886;3.9775
2014-07-15-22;8.8450;1.1456;4.0018
2014-07-15-23;7.4869;1.0841;4.0693
2014-07-16-00;6.8871;1.0308;4.1219
2014-07-16-01;6.3947;0.9948;4.1594
2014-07-16-02;5.8102;0.9757;4.2496
2014-07-16-03;5.4489;0.9740;4.3846
2014-07-16-04;5.4246;0.9872;4.5082
2014-07-16-05;5.4379;1.0131;4.6322
2014-07-16-06;5.2826;1.0495;4.7955
2014-07-16-07;4.8704;1.0861;5.0252
2014-07-16-08;4.4639;1.1095;5.2309
2014-07-16-09;4.1964;1.1151;5.3589
2014-07-16-10;4.2042;1.1063;5.4157
2014-07-16-11;4.4813;1.0870;5.4018
2014-07-16-12;4.8140;1.0598;5.2883
2014-07-16-13;5.0315;1.0272;5.0746
2014-07-16-14;4.5935;0.9892;4.9671
2014-07-16-15;3.2157;0.9466;5.0553
2014-07-16-16;1.4650;0.9052;5.0631
2014-07-16-17;1.1401;0.8661;5.0118
2014-07-16-18;1.9877;0.8286;4.9410
2014-07-16-19;2.5131;0.7926;4.8612
2014-07-16-20;2.8236;0.7586;4.7787
2014-07-16-21;3.1657;0.7266;4.6879
2014-07-16-22;3.7901;0.6960;4.4923
2014-07-16-23;4.6989;0.6678;4.1056
2014-07-17-00;6.0272;0.6482;3.4748
2014-07-17-01;7.2329;0.6509;2.9245
2014-07-17-02;7.9812;0.6610;2.7780
2014-07-17-03;8.4531;0.6640;2.7403
2014-07-17-04;8.9105;0.6665;2.7205
2014-07-17-05;8.9959;0.6664;2.7090
2014-07-17-06;8.7197;0.6557;2.7379
2014-07-17-07;8.7829;0.6484;2.7248
2014-07-17-08;8.6806;0.6459;2.7297
2014-07-17-09;8.4246;0.6448;2.7580
2014-07-17-10;8.4600;0.6560;2.7962
2014-07-17-11;7.9215;0.6654;2.8964
2014-07-17-12;6.7667;0.6535;3.0094
2014-07-17-13;5.2494;0.6218;3.1658
2014-07-17-14;4.9036;0.5868;3.2390
2014-07-17-15;5.2298;0.5536;3.1478
2014-07-17-16;5.3161;0.5216;2.9838
2014-07-17-17;4.9595;0.4888;2.8734
2014-07-17-18;4.4783;0.4557;2.8254
2014-07-17-19;4.0450;0.4264;2.8068
2014-07-17-20;3.7487;0.4034;2.8007
2014-07-17-21;3.4541;0.3867;2.8191
2014-07-17-22;3.2154;0.3760;2.8581
2014-07-17-23;3.2310;0.3712;2.8864
2014-07-18-00;3.4247;0.3717;2.8958
2014-07-18-01;3.5922;0.3766;2.9048
2014-07-18-02;3.7889;0.3851;2.9187
2014-07-18-03;4.0735;0.3971;2.9067
2014-07-18-04;4.5622;0.4147;2.8381
2014-07-18-05;5.0228;0.4399;2.7371
2014-07-18-06;5.3969;0.4721;2.7207
2014-07-18-07;5.6925;0.5089;2.7957
2014-07-18-08;6.0015;0.5496;2.8727
2014-07-18-09;6.6387;0.5957;2.9048
2014-07-18-10;7.1065;0.6427;2.9204
2014-07-18-11;7.7028;0.6875;2.9466
2014-07-18-12;8.1954;0.7279;2.9629
2014-07-18-13;8.3849;0.7552;3.0341
2014-07-18-14;8.5366;0.7706;3.0497
2014-07-18-15;8.7125;0.7791;3.0830
2014-07-18-16;8.9113;0.7860;3.0672
2014-07-18-17;9.2411;0.7962;3.0413
2014-07-18-18;9.8524;0.8213;3.0144
2014-07-18-19;10.5121;0.8638;3.0527
2014-07-18-20;10.8078;0.9101;3.1030
2014-07-18-21;10.7033;0.9387;3.2081
2014-07-18-22;10.3921;0.9451;3.2629
2014-07-18-23;9.9762;0.9283;3.2760
2014-07-19-00;9.3251;0.8875;3.2673
2014-07-19-01;8.3979;0.8225;3.2379
2014-07-19-02;7.3206;0.7440;3.1851
2014-07-19-03;6.7963;0.6750;3.0983
2014-07-19-04;7.2865;0.6339;2.9333
2014-07-19-05;8.3614;0.6310;2.7502
2014-07-19-06;9.4079;0.6675;2.6811
2014-07-19-07;10.2664;0.7316;2.7502
2014-07-19-08;10.7789;0.8033;2.8840
2014-07-19-09;10.8521;0.8605;3.0193
2014-07-19-10;11.0302;0.9050;3.1139
2014-07-19-11;11.4404;0.9552;3.1668
2014-07-19-12;11.6610;1.0058;3.2676
2014-07-19-13;11.7876;1.0479;3.3324
2014-07-19-14;12.0217;1.0813;3.3704
2014-07-19-15;12.3490;1.1168;3.4017
2014-07-19-16;12.7981;1.1652;3.4399
2014-07-19-17;13.3998;1.2335;3.5251
2014-07-19-18;14.0270;1.3219;3.6064
2014-07-19-19;14.8655;1.4386;3.6926
2014-07-19-20;15.5332;1.5776;3.8426
2014-07-19-21;15.9891;1.7392;4.0457
2014-07-19-22;16.3036;1.9209;4.2877
2014-07-19-23;16.4432;2.0749;4.4991
2014-07-20-00;16.7107;2.1666;4.5841
2014-07-20-01;16.7374;2.2061;4.6230
2014-07-20-02;16.5726;2.2029;4.6377
2014-07-20-03;16.3506;2.1753;4.6334
2014-07-20-04;16.0242;2.1310;4.6192
2014-07-20-05;15.9268;2.0947;4.5928
2014-07-20-06;15.7900;2.0726;4.5796
2014-07-20-07;15.2671;2.0373;4.5891
2014-07-20-08;15.4268;2.0227;4.5767
2014-07-20-09;15.3747;2.0273;4.5827
2014-07-20-10;14.3297;1.9841;4.6235
2014-07-20-11;13.9901;1.9179;4.6313
2014-07-20-12;13.5271;1.8350;4.5506
2014-07-20-13;12.4746;1.7167;4.4814
2014-07-20-14;12.2334;1.6057;4.3696
2014-07-20-15;11.5567;1.5071;4.2775
2014-07-20-16;12.0472;1.4593;4.1518
2014-07-20-17;13.1600;1.4960;4.0823
2014-07-20-18;14.1389;1.6048;4.1116
2014-07-20-19;12.9494;1.6518;4.2623
2014-07-20-20;14.1429;1.7386;4.3480
2014-07-20-21;15.7124;1.9111;4.4124
2014-07-20-22;16.8240;2.0651;4.4638
2014-07-20-23;16.7551;2.1577;4.5472
2014-07-21-00;16.3707;2.1995;4.6414
2014-07-21-01;15.7807;2.1777;4.7278
2014-07-21-02;15.6829;2.1351;4.6917
2014-07-21-03;15.4033;2.0800;4.6485
2014-07-21-04;14.9115;2.0010;4.6011
2014-07-21-05;14.6784;1.9217;4.5307
2014-07-21-06;14.8581;1.8776;4.4567
2014-07-21-07;14.4587;1.8459;4.4355
2014-07-21-08;13.9203;1.8031;4.4335
2014-07-21-09;13.6641;1.7546;4.4087
2014-07-21-10;13.2987;1.6946;4.3675
2014-07-21-11;12.6401;1.6019;4.3052
2014-07-21-12;11.9786;1.4838;4.2071
2014-07-21-13;11.4459;1.3613;4.0452
2014-07-21-14;11.0341;1.2466;3.8955
2014-07-21-15;10.5769;1.1396;3.7250
2014-07-21-16;10.1774;1.0410;3.5715
2014-07-21-17;10.0898;0.9656;3.4230
2014-07-21-18;10.3147;0.9260;3.2902
2014-07-21-19;10.5898;0.9231;3.2424
2014-07-21-20;11.0721;0.9618;3.2605
2014-07-21-21;11.4608;1.0329;3.3438
2014-07-21-22;11.8827;1.1205;3.4835
2014-07-21-23;12.2517;1.2171;3.6309
2014-07-22-00;12.3216;1.2873;3.7400
2014-07-22-01;12.2714;1.3200;3.8368
2014-07-22-02;12.1565;1.3295;3.8748
2014-07-22-03;12.0118;1.3274;3.8879
2014-07-22-04;11.9392;1.3248;3.8944
2014-07-22-05;11.9274;1.3263;3.9029
2014-07-22-06;11.8180;1.3250;3.9144
2014-07-22-07;11.8236;1.3206;3.9150
2014-07-22-08;11.9821;1.3177;3.9011
2014-07-22-09;11.7439;1.2994;3.8644
2014-07-22-10;11.2095;1.2521;3.8361
2014-07-22-11;10.6127;1.1824;3.7854
2014-07-22-12;10.3738;1.1087;3.6928
2014-07-22-13;10.7033;1.0560;3.5664
2014-07-22-14;11.2075;1.0366;3.4285
2014-07-22-15;11.4847;1.0373;3.3785
2014-07-22-16;11.4755;1.0406;3.3748
2014-07-22-17;11.2139;1.0317;3.3804
2014-07-22-18;10.7423;1.0025;3.3723
2014-07-22-19;10.1944;0.9559;3.3396
2014-07-22-20;9.8860;0.9075;3.2789
2014-07-22-21;9.9795;0.8773;3.1891
2014-07-22-22;10.1801;0.8707;3.1471
2014-07-22-23;10.4630;0.8841;3.1422
2014-07-23-00;10.8683;0.9167;3.1646
2014-07-23-01;11.2270;0.9630;3.2431
2014-07-23-02;11.2545;1.0075;3.3264
2014-07-23-03;11.0703;1.0328;3.3920
2014-07-23-04;11.1583;1.0506;3.4241
2014-07-23-05;11.4300;1.0786;3.4519
2014-07-23-06;11.5833;1.1137;3.4994
2014-07-23-07;11.6997;1.1485;3.5757
2014-07-23-08;11.6841;1.1760;3.6317
2014-07-23-09;11.3505;1.1761;3.6672
2014-07-23-10;10.7901;1.1385;3.6643
2014-07-23-11;10.5275;1.0848;3.6002
2014-07-23-12;10.4359;1.0305;3.4995
2014-07-23-13;10.2274;0.9733;3.4024
2014-07-23-14;10.1926;0.9208;3.2955
2014-07-23-15;10.1548;0.8787;3.1874
2014-07-23-16;10.0249;0.8421;3.1036
2014-07-23-17;9.8708;0.8089;3.0450
2014-07-23-18;9.6453;0.7778;2.9956
2014-07-23-19;9.5046;0.7524;2.9508
2014-07-23-20;9.6895;0.7476;2.8995
2014-07-23-21;10.1252;0.7739;2.9166
2014-07-23-22;10.9689;0.8440;2.9953
2014-07-23-23;11.8540;0.9567;3.1250
2014-07-24-00;12.2240;1.0731;3.3396
2014-07-24-01;12.2388;1.1604;3.4972
2014-07-24-02;12.1121;1.2061;3.6306
2014-07-24-03;12.0309;1.2253;3.6791
2014-07-24-04;11.9759;1.2325;3.7007
2014-07-24-05;11.8125;1.2317;3.7169
2014-07-24-06;11.6404;1.2242;3.7246
2014-07-24-07;11.4885;1.2123;3.7225
2014-07-24-08;11.4160;1.1994;3.7111
2014-07-24-09;11.3548;1.1852;3.6940
2014-07-24-10;11.2434;1.1644;3.6701
2014-07-24-11;11.3445;1.1452;3.6304
2014-07-24-12;11.5834;1.1359;3.5873
2014-07-24-13;11.6984;1.1303;3.5555
2014-07-24-14;11.7891;1.1276;3.5143
2014-07-24-15;11.8226;1.1288;3.5032
2014-07-24-16;11.7027;1.1207;3.5264
2014-07-24-17;11.4323;1.0930;3.5050
2014-07-24-18;10.9051;1.0404;3.4359
2014-07-24-19;10.5311;0.9794;3.3583
2014-07-24-20;10.3305;0.9322;3.2826
2014-07-24-21;10.6744;0.9233;3.2320
2014-07-24-22;11.5172;0.9726;3.2444
2014-07-24-23;10.6514;0.9968;3.3547
2014-07-25-00;8.1793;0.9194;3.4407
2014-07-25-01;5.7894;0.7941;3.4850
2014-07-25-02;4.0083;0.6856;3.4895
2014-07-25-03;5.0103;0.6042;3.3451
2014-07-25-04;7.8906;0.5767;2.8654
2014-07-25-05;10.9939;0.6910;2.6079
2014-07-25-06;13.1331;0.9394;2.9068
2014-07-25-07;13.8039;1.1825;3.3195
2014-07-25-08;14.1429;1.3858;3.6769
2014-07-25-09;14.2902;1.5446;3.9489
2014-07-25-10;14.1124;1.6383;4.1375
2014-07-25-11;14.0308;1.6854;4.2321
2014-07-25-12;14.0247;1.7130;4.3135
2014-07-25-13;13.7914;1.7228;4.3639
2014-07-25-14;12.8805;1.6805;4.3925
2014-07-25-15;11.5012;1.5694;4.3744
2014-07-25-16;9.5295;1.4038;4.3135
2014-07-25-17;7.4439;1.2310;4.2805
2014-07-25-18;5.5279;1.0875;4.3121
2014-07-25-19;4.3114;0.9799;4.2772
2014-07-25-20;4.1178;0.8985;4.2075
2014-07-25-21;4.6068;0.8371;4.1084
2014-07-25-22;5.3706;0.7969;3.9569
2014-07-25-23;7.1804;0.7873;3.6550
2014-07-26-00;6.4164;0.7904;3.5517
2014-07-26-01;5.8200;0.7895;3.6608
2014-07-26-02;6.2401;0.7971;3.7004
2014-07-26-03;6.0655;0.8056;3.7340
2014-07-26-04;5.2314;0.8029;3.8691
2014-07-26-05;4.4251;0.7905;4.0400
2014-07-26-06;3.7352;0.7713;4.1617
2014-07-26-07;3.3087;0.7471;4.2163
2014-07-26-08;2.9401;0.7204;4.2265
2014-07-26-09;2.5940;0.6936;4.2070
2014-07-26-10;2.2570;0.6692;4.1733
2014-07-26-11;1.9602;0.6479;4.1364
2014-07-26-12;1.8744;0.6287;4.0994
2014-07-26-13;2.0979;0.6097;4.0596
2014-07-26-14;2.3595;0.5896;4.0134
2014-07-26-15;2.7462;0.5676;3.9583
2014-07-26-16;3.0105;0.5443;3.8806
2014-07-26-17;3.0115;0.5204;3.7807
2014-07-26-18;2.7201;0.4964;3.7147
2014-07-26-19;2.4884;0.4733;3.6662
2014-07-26-20;2.4140;0.4520;3.6032
2014-07-26-21;2.1994;0.4335;3.5431
2014-07-26-22;2.0502;0.4188;3.4977
2014-07-26-23;1.8201;0.4093;3.4781
2014-07-27-00;1.5542;0.4066;3.4955
2014-07-27-01;1.2785;0.4120;3.5579
2014-07-27-02;0.9581;0.4253;3.6624
2014-07-27-03;0.7123;0.4441;3.7922
2014-07-27-04;0.6418;0.4648;3.9227
2014-07-27-05;0.9784;0.4830;4.0312
2014-07-27-06;1.3835;0.4955;4.1034
2014-07-27-07;1.8946;0.5006;4.1345
2014-07-27-08;2.4641;0.4981;4.1200
2014-07-27-09;2.9501;0.4892;3.9894
2014-07-27-10;3.3852;0.4768;3.6773
2014-07-27-11;3.4669;0.4601;3.6047
2014-07-27-12;3.5042;0.4406;3.4731
2014-07-27-13;3.9374;0.4223;3.1900
2014-07-27-14;4.6097;0.4110;2.8039
2014-07-27-15;5.1607;0.4102;2.5082
2014-07-27-16;5.5116;0.4131;2.4294
2014-07-27-17;5.6913;0.4159;2.3973
2014-07-27-18;5.4219;0.4105;2.4045
2014-07-27-19;5.0799;0.3978;2.4190
2014-07-27-20;5.0955;0.3864;2.3974
2014-07-27-21;5.0516;0.3774;2.3685
2014-07-27-22;5.0621;0.3708;2.3406
2014-07-27-23;4.9545;0.3673;2.3425
2014-07-28-00;4.9418;0.3726;2.3791
2014-07-28-01;4.9195;0.3934;2.4821
2014-07-28-02;4.9928;0.4315;2.6459
2014-07-28-03;5.2402;0.4797;2.8062
2014-07-28-04;5.1908;0.5222;2.9631
2014-07-28-05;4.8831;0.5476;3.1176
2014-07-28-06;4.5951;0.5563;3.2361
2014-07-28-07;4.7408;0.5549;3.2541
2014-07-28-08;5.1155;0.5496;3.1722
2014-07-28-09;4.9373;0.5398;3.1245
2014-07-28-10;4.6346;0.5253;3.1292
2014-07-28-11;4.7903;0.5112;3.0852
2014-07-28-12;5.3315;0.5024;2.9463
2014-07-28-13;5.9851;0.5021;2.7670
2014-07-28-14;6.8813;0.5137;2.6018
2014-07-28-15;7.4392;0.5306;2.5472
2014-07-28-16;7.9398;0.5488;2.5408
2014-07-28-17;8.1114;0.5640;2.5593
2014-07-28-18;8.2775;0.5773;2.5913
2014-07-28-19;8.6115;0.5974;2.6122
2014-07-28-20;8.7814;0.6218;2.6524
2014-07-28-21;8.7218;0.6407;2.7043
2014-07-28-22;8.5216;0.6485;2.7695
2014-07-28-23;8.3728;0.6491;2.7968
2014-07-29-00;8.3339;0.6471;2.8014
2014-07-29-01;8.4767;0.6470;2.7896
2014-07-29-02;8.6738;0.6503;2.7750
2014-07-29-03;8.7284;0.6533;2.7701
2014-07-29-04;8.6891;0.6538;2.7723
2014-07-29-05;8.4075;0.6456;2.7792
2014-07-29-06;8.0518;0.6281;2.7762
2014-07-29-07;8.0984;0.6128;2.7435
2014-07-29-08;8.1447;0.6015;2.6899
2014-07-29-09;7.6242;0.5781;2.6732
2014-07-29-10;6.9499;0.5416;2.6521
2014-07-29-11;6.7390;0.5070;2.5834
2014-07-29-12;6.8997;0.4825;2.4907
2014-07-29-13;6.9839;0.4651;2.4134
2014-07-29-14;6.8297;0.4469;2.3632
2014-07-29-15;6.8329;0.4314;2.3006
2014-07-29-16;7.3736;0.4326;2.2396
2014-07-29-17;8.0201;0.4562;2.2509
2014-07-29-18;8.1342;0.4845;2.3155
2014-07-29-19;7.5063;0.4865;2.3829
2014-07-29-20;6.9626;0.4663;2.3957
2014-07-29-21;6.8624;0.4452;2.3565
2014-07-29-22;6.8171;0.4298;2.3110
2014-07-29-23;6.7524;0.4194;2.2790
2014-07-30-00;7.2687;0.4302;2.2571
2014-07-30-01;7.7324;0.4657;2.3075
2014-07-30-02;7.9703;0.5170;2.4442
2014-07-30-03;9.2871;0.6292;2.6393
2014-07-30-04;11.0696;0.8456;2.9782
2014-07-30-05;12.6964;1.1329;3.3941
2014-07-30-06;13.4327;1.3726;3.7588
2014-07-30-07;13.0049;1.4816;4.0179
2014-07-30-08;11.6384;1.4667;4.1495
2014-07-30-09;10.5702;1.3943;4.1986
2014-07-30-10;9.4219;1.2979;4.1986
2014-07-30-11;8.3956;1.1923;4.1540
2014-07-30-12;8.4315;1.1090;4.0379
2014-07-30-13;9.1937;1.0769;3.8936
2014-07-30-14;10.6633;1.1308;3.7956
2014-07-30-15;11.1390;1.2171;3.8447
2014-07-30-16;10.9547;1.2534;3.9178
2014-07-30-17;10.9334;1.2543;3.9340
2014-07-30-18;10.8737;1.2481;3.9290
2014-07-30-19;10.2209;1.2217;3.9456
2014-07-30-20;9.6204;1.1840;3.9411
2014-07-30-21;9.3195;1.1574;3.9552
2014-07-30-22;9.4169;1.1604;3.9794
2014-07-30-23;9.1126;1.1791;4.0562
2014-07-31-00;10.0344;1.2271;4.0688
2014-07-31-01;10.9862;1.3079;4.0509
2014-07-31-02;11.9265;1.4084;4.1017
2014-07-31-03;12.1685;1.4957;4.1889
2014-07-31-04;11.9245;1.5406;4.2891
2014-07-31-05;11.5784;1.5488;4.3587
2014-07-31-06;10.4313;1.5086;4.4366
2014-07-31-07;10.1920;1.4567;4.4241
2014-07-31-08;10.1092;1.4124;4.3639
2014-07-31-09;9.5253;1.3607;4.3242
2014-07-31-10;9.1854;1.3089;4.2951
2014-07-31-11;9.3914;1.2771;4.2177
2014-07-31-12;10.3946;1.2840;4.0893
2014-07-31-13;10.9132;1.3156;4.0064
2014-07-31-14;10.9035;1.3380;4.0215
2014-07-31-15;10.2690;1.3288;4.0899
2014-07-31-16;9.5270;1.2889;4.1451
2014-07-31-17;8.6420;1.2289;4.1754
2014-07-31-18;7.5889;1.1592;4.2238
2014-07-31-19;7.3857;1.1013;4.2094
2014-07-31-20;7.4913;1.0621;4.1238
2014-07-31-21;7.4434;1.0332;4.0511
2014-07-31-22;7.8179;1.0135;3.9419
2014-07-31-23;8.2533;1.0010;3.8034
2014-08-01-00;8.5692;0.9891;3.6615
2014-08-01-01;8.7332;0.9745;3.5647
2014-08-01-02;8.6260;0.9554;3.5214
2014-08-01-03;8.4651;0.9345;3.5001
2014-08-01-04;8.3665;0.9144;3.4758
2014-08-01-05;8.2224;0.8929;3.4476
2014-08-01-06;7.9578;0.8663;3.4278
2014-08-01-07;7.4952;0.8327;3.4222
2014-08-01-08;7.0174;0.7951;3.4184
2014-08-01-09;6.6347;0.7586;3.3965
2014-08-01-10;6.0849;0.7231;3.4070
2014-08-01-11;5.1637;0.6874;3.4876
2014-08-01-12;3.7704;0.6545;3.6942
2014-08-01-13;2.4341;0.6307;3.9244
2014-08-01-14;1.3939;0.6165;4.0575
2014-08-01-15;1.3343;0.6093;4.1710
2014-08-01-16;1.7510;0.6075;4.2853
2014-08-01-17;2.3083;0.6104;4.4049
2014-08-01-18;2.8356;0.6177;4.4911
2014-08-01-19;3.3413;0.6297;4.3748
2014-08-01-20;3.8075;0.6455;4.3871
2014-08-01-21;4.0202;0.6641;4.3280
2014-08-01-22;4.1865;0.6846;4.2336
2014-08-01-23;4.3897;0.7054;4.1454
2014-08-02-00;4.5675;0.7248;4.1241
2014-08-02-01;4.6783;0.7414;4.1187
2014-08-02-02;4.8774;0.7555;4.0760
2014-08-02-03;5.6241;0.7732;3.8791
2014-08-02-04;7.1241;0.8142;3.4571
2014-08-02-05;8.6318;0.8937;3.2503
2014-08-02-06;9.1514;0.9723;3.3740
2014-08-02-07;9.6569;1.0362;3.4869
2014-08-02-08;10.2411;1.0998;3.5490
2014-08-02-09;10.6785;1.1607;3.6441
2014-08-02-10;10.1792;1.1858;3.7598
2014-08-02-11;9.3978;1.1688;3.8657
2014-08-02-12;8.9120;1.1332;3.9094
2014-08-02-13;8.4129;1.0878;3.9095
2014-08-02-14;7.7536;1.0340;3.8913
2014-08-02-15;6.8697;0.9740;3.8936
2014-08-02-16;6.5134;0.9166;3.8614
2014-08-02-17;6.7137;0.8722;3.7366
2014-08-02-18;6.3442;0.8340;3.6465
2014-08-02-19;5.7297;0.7948;3.6539
2014-08-02-20;5.5386;0.7590;3.6374
2014-08-02-21;5.7589;0.7305;3.5431
2014-08-02-22;6.1469;0.7116;3.3914
2014-08-02-23;6.1728;0.6991;3.2788
2014-08-03-00;5.9408;0.6915;3.2775
2014-08-03-01;5.5630;0.6966;3.3741
2014-08-03-02;5.2014;0.7168;3.5453
2014-08-03-03;5.4217;0.7404;3.6562
2014-08-03-04;5.3389;0.7483;3.7102
2014-08-03-05;4.2947;0.7312;3.8475
2014-08-03-06;4.0568;0.7000;3.9078
2014-08-03-07;4.1596;0.6648;3.8376
2014-08-03-08;4.7932;0.6322;3.5954
2014-08-03-09;5.5182;0.6105;3.2499
2014-08-03-10;6.1048;0.6026;3.0123
2014-08-03-11;6.4549;0.6041;2.9011
2014-08-03-12;6.8878;0.6124;2.8626
2014-08-03-13;7.2216;0.6270;2.8643
2014-08-03-14;7.0563;0.6376;2.9308
2014-08-03-15;6.4828;0.6394;3.0278
2014-08-03-16;5.9059;0.6430;3.1555
2014-08-03-17;5.3536;0.6543;3.3322
2014-08-03-18;5.1051;0.6723;3.5101
2014-08-03-19;5.2100;0.6927;3.6266
